,gene_id,gene_type,gene_name
440303,ENSMUSG00000078515.4,protein_coding,Ddi2
440354,ENSMUSG00000040715.12,protein_coding,Rsc1a1
440361,ENSMUSG00000040706.4,protein_coding,Agmat
440381,ENSMUSG00000040697.10,protein_coding,Dnajc16
440432,ENSMUSG00000028914.13,protein_coding,Casp9
440499,ENSMUSG00000058579.5,protein_coding,Cela2a
440528,ENSMUSG00000062478.16,protein_coding,Ctrc
440600,ENSMUSG00000086818.1,antisense,Ctrcos
440605,ENSMUSG00000040659.3,protein_coding,Efhd2
440619,ENSMUSG00000100396.1,lincRNA,Gm29367
440622,ENSMUSG00000085922.1,antisense,Fhad1os2
440626,ENSMUSG00000051435.11,protein_coding,Fhad1
440822,ENSMUSG00000081079.1,processed_pseudogene,Gm13059
440826,ENSMUSG00000085424.1,antisense,Fhad1os1
440832,ENSMUSG00000085761.1,antisense,4930455G09Rik
440836,ENSMUSG00000040616.3,protein_coding,Tmem51
440848,ENSMUSG00000085574.1,sense_intronic,Gm13053
440853,ENSMUSG00000073728.10,antisense,Tmem51os1
440873,ENSMUSG00000040606.13,protein_coding,Kazn
441003,ENSMUSG00000087525.1,antisense,Gm13062
441008,ENSMUSG00000085816.1,lincRNA,Gm13052
441014,ENSMUSG00000110067.1,processed_transcript,6330411D24Rik
441019,ENSMUSG00000103678.1,TEC,Gm37624
441022,ENSMUSG00000057637.13,protein_coding,Prdm2
441081,ENSMUSG00000106597.1,miRNA,Mir7021
441084,ENSMUSG00000081838.1,processed_pseudogene,Gm13038
441087,ENSMUSG00000083826.1,processed_pseudogene,Gm13039
441090,ENSMUSG00000087903.1,snoRNA,Gm22039
441093,ENSMUSG00000082575.1,processed_pseudogene,Gm13050
441096,ENSMUSG00000028583.14,protein_coding,Pdpn
441129,ENSMUSG00000088395.1,misc_RNA,Gm26313
441132,ENSMUSG00000028584.3,protein_coding,Lrrc38
441142,ENSMUSG00000081792.4,processed_pseudogene,Anp32b-ps1
441145,ENSMUSG00000041805.3,protein_coding,Pramel1
441159,ENSMUSG00000082407.1,unprocessed_pseudogene,Gm13045
441163,ENSMUSG00000046862.14,protein_coding,Pramef8
441213,ENSMUSG00000047799.15,protein_coding,Oog4
441242,ENSMUSG00000083930.1,processed_pseudogene,Gm13042
441246,ENSMUSG00000084059.1,unprocessed_pseudogene,Gm13046
441249,ENSMUSG00000083403.1,unprocessed_pseudogene,Gm13041
441254,ENSMUSG00000095409.1,protein_coding,Gm13043
441268,ENSMUSG00000070616.13,protein_coding,Gm13040
441293,ENSMUSG00000070618.10,protein_coding,BC080695
441320,ENSMUSG00000096154.1,protein_coding,Gm13057
441334,ENSMUSG00000081523.1,unprocessed_pseudogene,Gm13058
441339,ENSMUSG00000044377.3,processed_pseudogene,Gm13080
441342,ENSMUSG00000066688.4,protein_coding,Gm13083
441353,ENSMUSG00000078513.2,protein_coding,Gm13088
441367,ENSMUSG00000084351.1,processed_pseudogene,Gm13085
441371,ENSMUSG00000081227.1,processed_pseudogene,Gm13082
441374,ENSMUSG00000070617.2,protein_coding,Gm13089
441388,ENSMUSG00000046435.7,protein_coding,Gm13078
441402,ENSMUSG00000082717.1,processed_pseudogene,Gm13087
441405,ENSMUSG00000082030.1,processed_pseudogene,Gm13081
441408,ENSMUSG00000066031.13,protein_coding,Gm13023
441448,ENSMUSG00000059218.14,protein_coding,Gm13084
441480,ENSMUSG00000029451.14,protein_coding,Gm13103
441520,ENSMUSG00000078512.8,protein_coding,Pramef6
441549,ENSMUSG00000083749.1,unprocessed_pseudogene,Gm13100
441554,ENSMUSG00000084123.1,unprocessed_pseudogene,Gm13106
441559,ENSMUSG00000078511.3,protein_coding,Pramef25
441571,ENSMUSG00000078510.3,protein_coding,Gm13101
441583,ENSMUSG00000078509.1,protein_coding,Pramef17
441594,ENSMUSG00000083456.1,unprocessed_pseudogene,Gm13108
441598,ENSMUSG00000095987.1,processed_pseudogene,Gm13104
441601,ENSMUSG00000073724.12,protein_coding,Pramel4
441662,ENSMUSG00000073723.10,protein_coding,Gm13102
441695,ENSMUSG00000050810.8,protein_coding,Oog3
441709,ENSMUSG00000066030.6,protein_coding,Oog2
441741,ENSMUSG00000046262.14,protein_coding,C87977
441816,ENSMUSG00000083708.1,processed_pseudogene,Gm13123
441819,ENSMUSG00000036749.15,protein_coding,Pramel5
441852,ENSMUSG00000095960.1,processed_pseudogene,Gm13120
441855,ENSMUSG00000080943.1,unprocessed_pseudogene,Gm13130
441859,ENSMUSG00000078508.1,protein_coding,Gm13128
441870,ENSMUSG00000084312.1,unprocessed_pseudogene,Gm13122
441873,ENSMUSG00000070619.5,protein_coding,Gm13119
441887,ENSMUSG00000073721.5,protein_coding,Pramef20
441898,ENSMUSG00000028591.11,protein_coding,Pramef12
441923,ENSMUSG00000028590.6,antisense,Pramef12os
441927,ENSMUSG00000028589.2,protein_coding,1700012P22Rik
441941,ENSMUSG00000095213.1,protein_coding,Gm9944
441948,ENSMUSG00000078507.1,protein_coding,Aadacl3
441962,ENSMUSG00000082835.1,processed_pseudogene,Gm13118
441965,ENSMUSG00000028593.5,protein_coding,9430007A20Rik
441979,ENSMUSG00000083390.1,processed_pseudogene,Gm13121
441982,ENSMUSG00000082418.1,processed_pseudogene,Gm13126
441985,ENSMUSG00000078506.1,protein_coding,Gm13124
441998,ENSMUSG00000070610.4,processed_pseudogene,Gm13127
442001,ENSMUSG00000070609.3,protein_coding,Aadacl4
442014,ENSMUSG00000078505.1,protein_coding,Gm436
442027,ENSMUSG00000041735.8,protein_coding,Gm13178
442043,ENSMUSG00000077327.1,snRNA,Gm25938
442046,ENSMUSG00000078504.2,protein_coding,Gm438
442060,ENSMUSG00000083998.1,processed_pseudogene,Prdx2-rs3
442064,ENSMUSG00000066026.14,protein_coding,Dhrs3
442156,ENSMUSG00000103911.1,TEC,Gm38074
442161,ENSMUSG00000020220.16,protein_coding,Vps13d
442636,ENSMUSG00000028599.10,protein_coding,Tnfrsf1b
442675,ENSMUSG00000028602.12,protein_coding,Tnfrsf8
442738,ENSMUSG00000082758.1,processed_pseudogene,Gm13024
442741,ENSMUSG00000084272.1,processed_pseudogene,Gm13224
442744,ENSMUSG00000085101.7,processed_transcript,Platr16
442753,ENSMUSG00000082082.1,transcribed_unprocessed_pseudogene,Gm13230
442758,ENSMUSG00000083081.1,processed_pseudogene,Gm13223
442761,ENSMUSG00000052912.7,transcribed_processed_pseudogene,Smarca5-ps
442766,ENSMUSG00000087076.2,processed_pseudogene,Gm13229
442769,ENSMUSG00000078503.9,protein_coding,Zfp990
442814,ENSMUSG00000096864.1,unprocessed_pseudogene,Gm21978
442817,ENSMUSG00000082352.1,processed_pseudogene,Gm13228
442820,ENSMUSG00000083454.1,processed_pseudogene,Gm13226
442823,ENSMUSG00000080732.1,processed_pseudogene,Gm13222
442826,ENSMUSG00000078502.10,protein_coding,Gm13212
442863,ENSMUSG00000097661.1,lincRNA,Gm26763
442869,ENSMUSG00000083562.1,processed_pseudogene,Gm13234
442872,ENSMUSG00000081885.1,processed_pseudogene,Gm13231
442876,ENSMUSG00000095517.1,processed_pseudogene,Gm13249
442879,ENSMUSG00000058186.13,protein_coding,Zfp980
442905,ENSMUSG00000082615.1,processed_pseudogene,Gm13239
442908,ENSMUSG00000084279.1,processed_pseudogene,Gm13232
442911,ENSMUSG00000082334.1,processed_pseudogene,Gm13244
442915,ENSMUSG00000087513.1,lincRNA,Gm13236
442920,ENSMUSG00000094417.1,processed_pseudogene,Gm13243
442923,ENSMUSG00000094177.1,unprocessed_pseudogene,Vmn2r-ps15
442926,ENSMUSG00000084350.1,unprocessed_pseudogene,Znf41-ps
442931,ENSMUSG00000096233.1,processed_pseudogene,Gm13238
442934,ENSMUSG00000083235.1,processed_pseudogene,Gm13246
442937,ENSMUSG00000078500.3,protein_coding,Zfp986
442952,ENSMUSG00000081595.1,processed_pseudogene,Gm13036
442955,ENSMUSG00000082195.3,processed_pseudogene,Gm13034
442958,ENSMUSG00000083733.3,processed_pseudogene,Gm13035
442961,ENSMUSG00000066009.8,protein_coding,Zfp987
442989,ENSMUSG00000096958.1,lincRNA,Gm26573
442995,ENSMUSG00000066007.15,protein_coding,Zfp600
443042,ENSMUSG00000086654.1,antisense,Gm13165
443049,ENSMUSG00000081522.1,processed_pseudogene,Gm13170
443052,ENSMUSG00000081671.1,processed_pseudogene,Gm13167
443055,ENSMUSG00000084127.1,processed_pseudogene,Gm13169
443059,ENSMUSG00000085525.7,lincRNA,Gm13166
443079,ENSMUSG00000081460.1,processed_pseudogene,Gm13168
443082,ENSMUSG00000095096.1,unprocessed_pseudogene,Vmn2r-ps17
443085,ENSMUSG00000070605.4,protein_coding,Zfp992
443099,ENSMUSG00000073716.6,processed_pseudogene,Gm13241
443102,ENSMUSG00000081998.1,processed_pseudogene,Gm13245
443105,ENSMUSG00000056300.14,protein_coding,Zfp981
443145,ENSMUSG00000096979.1,lincRNA,Gm26880
443149,ENSMUSG00000086046.1,antisense,1700095A21Rik
443154,ENSMUSG00000095865.1,processed_pseudogene,Gm13237
443157,ENSMUSG00000083038.1,processed_pseudogene,Gm13233
443161,ENSMUSG00000096366.1,processed_pseudogene,Gm13240
443164,ENSMUSG00000095460.1,unprocessed_pseudogene,Vmn2r-ps16
443167,ENSMUSG00000063245.11,protein_coding,Zfp993
443191,ENSMUSG00000045699.3,protein_coding,Gm21411
443206,ENSMUSG00000093919.1,processed_pseudogene,Gm20760
443209,ENSMUSG00000083027.1,processed_pseudogene,Gm13140
443213,ENSMUSG00000081260.1,processed_pseudogene,Gm13149
443216,ENSMUSG00000086147.2,protein_coding,Zfp989
443235,ENSMUSG00000097168.1,lincRNA,C230088H06Rik
443248,ENSMUSG00000067919.8,protein_coding,Rex2
443267,ENSMUSG00000083704.1,processed_pseudogene,Gm13153
443270,ENSMUSG00000093617.1,antisense,4933438K21Rik
443275,ENSMUSG00000094017.1,processed_pseudogene,Gm13160
443278,ENSMUSG00000081405.1,processed_pseudogene,Gm13142
443282,ENSMUSG00000082779.1,processed_pseudogene,Gm13162
443286,ENSMUSG00000094849.1,unprocessed_pseudogene,Vmn2r-ps18
443289,ENSMUSG00000067916.9,protein_coding,Zfp991
443320,ENSMUSG00000097122.1,lincRNA,Gm26624
443325,ENSMUSG00000095054.1,processed_pseudogene,Gm13146
443328,ENSMUSG00000082176.1,processed_pseudogene,Gm13163
443331,ENSMUSG00000087207.8,transcribed_unprocessed_pseudogene,Gm13147
443341,ENSMUSG00000081627.1,processed_pseudogene,Gm13158
443344,ENSMUSG00000082925.1,processed_pseudogene,Gm13135
443347,ENSMUSG00000094318.1,processed_pseudogene,Gm13144
443350,ENSMUSG00000078498.5,protein_coding,Zfp988
443367,ENSMUSG00000078497.9,protein_coding,Zfp978
443394,ENSMUSG00000096354.1,processed_pseudogene,Gm8178
443397,ENSMUSG00000082248.1,processed_pseudogene,Gm13161
443400,ENSMUSG00000093975.1,unprocessed_pseudogene,Vmn2r-ps19
443403,ENSMUSG00000078496.9,protein_coding,Zfp982
443428,ENSMUSG00000081301.1,processed_pseudogene,Gm15951
443431,ENSMUSG00000096440.1,unprocessed_pseudogene,Vmn2r-ps20
443434,ENSMUSG00000082599.3,processed_pseudogene,Gm13141
443437,ENSMUSG00000078160.2,protein_coding,Gm16503
443445,ENSMUSG00000065999.13,protein_coding,Zfp985
443489,ENSMUSG00000066000.12,protein_coding,Zfp979
443536,ENSMUSG00000096065.1,processed_pseudogene,Gm13155
443539,ENSMUSG00000086130.1,lincRNA,Gm16211
443543,ENSMUSG00000062518.7,protein_coding,Zfp534
443557,ENSMUSG00000096521.1,processed_pseudogene,Gm13137
443560,ENSMUSG00000081179.1,processed_pseudogene,Gm13136
443563,ENSMUSG00000083642.1,processed_pseudogene,Gm13148
443566,ENSMUSG00000078495.10,protein_coding,Zfp984
443597,ENSMUSG00000093594.1,lincRNA,Gm20707
443603,ENSMUSG00000080059.4,processed_pseudogene,Rps19-ps3
443606,ENSMUSG00000059423.13,protein_coding,Zfp933
443633,ENSMUSG00000029022.18,protein_coding,Miip
443740,ENSMUSG00000070583.1,protein_coding,Fv1
443747,ENSMUSG00000029020.13,protein_coding,Mfn2
443945,ENSMUSG00000083340.1,processed_pseudogene,Gm13156
443948,ENSMUSG00000019055.15,protein_coding,Plod1
444043,ENSMUSG00000044496.6,protein_coding,2510039O18Rik
444055,ENSMUSG00000029019.8,protein_coding,Nppb
444067,ENSMUSG00000041616.9,protein_coding,Nppa
444079,ENSMUSG00000086806.1,antisense,Gm13054
444084,ENSMUSG00000029016.13,protein_coding,Clcn6
444260,ENSMUSG00000083473.1,processed_pseudogene,Gm13207
444263,ENSMUSG00000029009.17,protein_coding,Mthfr
444385,ENSMUSG00000094320.1,processed_pseudogene,Chchd2-ps
444388,ENSMUSG00000078494.5,antisense,Gm13201
444396,ENSMUSG00000029007.8,protein_coding,Agtrap
444421,ENSMUSG00000029005.4,protein_coding,Draxin
444441,ENSMUSG00000029003.11,protein_coding,Mad2l2
444553,ENSMUSG00000055401.14,protein_coding,Fbxo6
444674,ENSMUSG00000099043.1,miRNA,Mir7022
444677,ENSMUSG00000029001.15,protein_coding,Fbxo44
444836,ENSMUSG00000041556.8,protein_coding,Fbxo2
444854,ENSMUSG00000041544.11,protein_coding,Disp3
444911,ENSMUSG00000087027.2,lincRNA,Gm13206
444917,ENSMUSG00000086326.1,lincRNA,Gm13200
444921,ENSMUSG00000047719.2,protein_coding,Ubiad1
444935,ENSMUSG00000064648.2,snRNA,Gm23303
444938,ENSMUSG00000028991.15,protein_coding,Mtor
445084,ENSMUSG00000028989.3,protein_coding,Angptl7
445100,ENSMUSG00000089081.1,snRNA,Gm24002
445103,ENSMUSG00000088625.1,snRNA,Gm23318
445106,ENSMUSG00000017264.16,protein_coding,Exosc10
445332,ENSMUSG00000082860.1,processed_pseudogene,Gm13204
445335,ENSMUSG00000087217.1,antisense,Gm13209
445339,ENSMUSG00000006442.10,protein_coding,Srm
445369,ENSMUSG00000028979.17,protein_coding,Masp2
445425,ENSMUSG00000041459.15,protein_coding,Tardbp
445812,ENSMUSG00000070577.5,protein_coding,Gm572
445840,ENSMUSG00000087273.1,lincRNA,Gm13203
445844,ENSMUSG00000028977.16,protein_coding,Casz1
445962,ENSMUSG00000086766.1,antisense,Gm15969
445966,ENSMUSG00000086606.1,antisense,Gm13205
445970,ENSMUSG00000086740.1,antisense,Gm17029
445983,ENSMUSG00000028975.16,protein_coding,Pex14
446040,ENSMUSG00000081086.1,processed_pseudogene,Gm9506
446043,ENSMUSG00000028974.13,protein_coding,Dffa
446079,ENSMUSG00000028971.4,protein_coding,Cort
446089,ENSMUSG00000073705.10,protein_coding,Cenps
446175,ENSMUSG00000080746.3,processed_pseudogene,Rpsa-ps12
446178,ENSMUSG00000028961.15,protein_coding,Pgd
446228,ENSMUSG00000063077.14,protein_coding,Kif1b
446548,ENSMUSG00000028960.18,protein_coding,Ube4b
446769,ENSMUSG00000085286.1,antisense,Ube4bos3
446773,ENSMUSG00000085807.1,antisense,Ube4bos2
446777,ENSMUSG00000085819.7,antisense,Ube4bos1
446787,ENSMUSG00000028996.9,protein_coding,Rbp7
446816,ENSMUSG00000070572.7,processed_pseudogene,Trmt112-ps2
446819,ENSMUSG00000028992.13,protein_coding,Nmnat1
446872,ENSMUSG00000087198.4,protein_coding,Tmem274
446905,ENSMUSG00000028990.13,protein_coding,Lzic
446955,ENSMUSG00000083811.1,processed_pseudogene,Gm13071
446958,ENSMUSG00000084646.1,snRNA,Gm24381
446961,ENSMUSG00000028988.13,protein_coding,Ctnnbip1
446990,ENSMUSG00000093403.1,miRNA,Mir5616
446993,ENSMUSG00000086949.1,antisense,Gm13066
446997,ENSMUSG00000039953.13,protein_coding,Clstn1
447092,ENSMUSG00000039936.18,protein_coding,Pik3cd
447526,ENSMUSG00000098580.1,miRNA,Mir7023
447529,ENSMUSG00000044700.15,protein_coding,Tmem201
447612,ENSMUSG00000028982.9,protein_coding,Slc25a33
447632,ENSMUSG00000085403.1,antisense,Gm13068
447639,ENSMUSG00000085368.1,lincRNA,Gm16188
447643,ENSMUSG00000084807.1,lincRNA,Gm13073
447647,ENSMUSG00000081601.1,processed_pseudogene,Gm13065
447650,ENSMUSG00000083173.1,processed_pseudogene,Gm13064
447653,ENSMUSG00000064798.1,rRNA,n-R5s193
447656,ENSMUSG00000106221.1,miRNA,Gm47301
447659,ENSMUSG00000039911.13,protein_coding,Spsb1
447732,ENSMUSG00000086767.1,antisense,Gm13070
447737,ENSMUSG00000028980.14,protein_coding,H6pd
447778,ENSMUSG00000086665.1,lincRNA,Gm13067
447782,ENSMUSG00000065493.1,miRNA,Mir34a
447785,ENSMUSG00000102813.1,TEC,Gm37795
447788,ENSMUSG00000047875.6,protein_coding,Gpr157
447802,ENSMUSG00000087094.1,lincRNA,Gm13093
447807,ENSMUSG00000028976.10,protein_coding,Slc2a5
447859,ENSMUSG00000062064.6,protein_coding,Slc2a7
447891,ENSMUSG00000028972.11,protein_coding,Car6
447946,ENSMUSG00000082140.1,processed_pseudogene,Gm13094
447949,ENSMUSG00000063524.13,protein_coding,Eno1
448065,ENSMUSG00000039852.17,protein_coding,Rere
448195,ENSMUSG00000085787.3,processed_pseudogene,Gm13092
448198,ENSMUSG00000089292.1,snRNA,Gm23209
448201,ENSMUSG00000085213.1,antisense,Gm13091
448206,ENSMUSG00000039838.11,protein_coding,Slc45a1
448254,ENSMUSG00000085869.1,lincRNA,Gm16079
448259,ENSMUSG00000085097.1,lincRNA,Gm13049
448264,ENSMUSG00000078492.3,antisense,1700045H11Rik
448270,ENSMUSG00000084314.1,processed_pseudogene,Rps15a-ps3
448273,ENSMUSG00000028967.10,protein_coding,Errfi1
448303,ENSMUSG00000028964.14,protein_coding,Park7
448448,ENSMUSG00000028965.13,protein_coding,Tnfrsf9
448596,ENSMUSG00000014592.20,protein_coding,Camta1
448894,ENSMUSG00000064476.1,snRNA,Gm23405
448897,ENSMUSG00000028963.1,protein_coding,Uts2
448911,ENSMUSG00000028957.12,protein_coding,Per3
449031,ENSMUSG00000028955.3,protein_coding,Vamp3
449055,ENSMUSG00000078491.2,protein_coding,Gm13090
449069,ENSMUSG00000085593.1,antisense,4930589P08Rik
449073,ENSMUSG00000104142.1,TEC,Gm37141
449076,ENSMUSG00000039768.16,protein_coding,Dnajc11
449218,ENSMUSG00000039759.10,protein_coding,Thap3
449246,ENSMUSG00000047777.9,protein_coding,Phf13
449260,ENSMUSG00000108391.1,TEC,Gm9768
449263,ENSMUSG00000073700.3,protein_coding,Klhl21
449277,ENSMUSG00000028952.12,protein_coding,Zbtb48
449373,ENSMUSG00000028950.3,protein_coding,Tas1r1
449391,ENSMUSG00000028948.16,protein_coding,Nol9
449493,ENSMUSG00000039713.16,protein_coding,Plekhg5
449698,ENSMUSG00000024793.14,protein_coding,Tnfrsf25
449750,ENSMUSG00000028943.18,protein_coding,Espn
450169,ENSMUSG00000081544.1,processed_pseudogene,Gm13077
450172,ENSMUSG00000028940.2,protein_coding,Hes2
450193,ENSMUSG00000028937.14,protein_coding,Acot7
450294,ENSMUSG00000098385.1,misc_RNA,Gm27500
450297,ENSMUSG00000085724.1,sense_intronic,Gm13096
450301,ENSMUSG00000042804.13,protein_coding,Gpr153
450355,ENSMUSG00000028946.7,protein_coding,Hes3
450386,ENSMUSG00000039662.16,protein_coding,Icmt
450428,ENSMUSG00000058498.12,protein_coding,Rnf207
450571,ENSMUSG00000028936.15,protein_coding,Rpl22
450632,ENSMUSG00000005045.16,protein_coding,Chd5
450925,ENSMUSG00000085179.1,processed_transcript,Gm13645
450929,ENSMUSG00000028931.11,protein_coding,Kcnab2
451190,ENSMUSG00000090057.1,antisense,Gm16333
451194,ENSMUSG00000089757.1,processed_transcript,Gm16334
451199,ENSMUSG00000039577.17,protein_coding,Nphp4
451376,ENSMUSG00000083078.1,processed_pseudogene,Gm13172
451379,ENSMUSG00000073699.3,lincRNA,Gm833
451384,ENSMUSG00000080360.1,miRNA,Gm25779
451387,ENSMUSG00000085648.1,lincRNA,Gm13173
451391,ENSMUSG00000087454.1,lincRNA,Gm13174
451395,ENSMUSG00000039546.9,protein_coding,Ajap1
451428,ENSMUSG00000077519.1,snoRNA,Gm25880
451431,ENSMUSG00000085390.1,lincRNA,Gm13115
451435,ENSMUSG00000086272.1,antisense,BC039966
451440,ENSMUSG00000047613.10,protein_coding,A430005L14Rik
451497,ENSMUSG00000029027.9,protein_coding,Dffb
451550,ENSMUSG00000039523.16,protein_coding,Cep104
451636,ENSMUSG00000029028.14,protein_coding,Lrrc47
451697,ENSMUSG00000078350.11,protein_coding,Smim1
451850,ENSMUSG00000039492.7,protein_coding,Ccdc27
451880,ENSMUSG00000080807.1,processed_pseudogene,Gm13117
451883,ENSMUSG00000082073.1,processed_pseudogene,Gm13114
451886,ENSMUSG00000029026.16,protein_coding,Trp73
452056,ENSMUSG00000087071.1,antisense,Trp73os
452060,ENSMUSG00000088774.1,snoRNA,Gm26036
452063,ENSMUSG00000029029.14,protein_coding,Wrap73
452119,ENSMUSG00000029030.14,protein_coding,Tprgl
452155,ENSMUSG00000057751.14,protein_coding,Megf6
452342,ENSMUSG00000081276.1,processed_pseudogene,Gm13132
452345,ENSMUSG00000029032.12,protein_coding,Arhgef16
452463,ENSMUSG00000039410.16,protein_coding,Prdm16
452747,ENSMUSG00000097871.1,protein_coding,B230104I21Rik
452761,ENSMUSG00000086565.1,antisense,Gm13133
452767,ENSMUSG00000084987.1,antisense,Gm13134
452774,ENSMUSG00000085069.2,antisense,Gm13111
452778,ENSMUSG00000098424.1,lincRNA,Gm27202
452782,ENSMUSG00000086810.1,processed_transcript,Gm13110
452786,ENSMUSG00000051276.4,protein_coding,Actrt2
452794,ENSMUSG00000046637.3,protein_coding,Ttc34
452840,ENSMUSG00000087437.7,antisense,Gm13112
452853,ENSMUSG00000058183.14,protein_coding,Mmel1
453129,ENSMUSG00000029059.9,protein_coding,Fam213b
453168,ENSMUSG00000042333.16,protein_coding,Tnfrsf14
453256,ENSMUSG00000092483.1,processed_transcript,Gm20421
453260,ENSMUSG00000048001.7,protein_coding,Hes5
453275,ENSMUSG00000029056.13,protein_coding,Pank4
453431,ENSMUSG00000029055.17,protein_coding,Plch2
453771,ENSMUSG00000073686.2,antisense,Gm10564
453775,ENSMUSG00000029047.13,protein_coding,Pex10
453809,ENSMUSG00000029048.3,protein_coding,Rer1
453842,ENSMUSG00000029049.14,protein_coding,Morn1
453962,ENSMUSG00000029050.15,protein_coding,Ski
454011,ENSMUSG00000073684.13,protein_coding,Faap20
454094,ENSMUSG00000029053.16,protein_coding,Prkcz
454231,ENSMUSG00000098729.1,antisense,Gm27200
454235,ENSMUSG00000029054.8,protein_coding,Gabrd
454272,ENSMUSG00000084803.8,processed_transcript,5830444B04Rik
454290,ENSMUSG00000078490.9,protein_coding,Cfap74
454517,ENSMUSG00000023153.9,protein_coding,Tmem52
454571,ENSMUSG00000029064.15,protein_coding,Gnb1
454733,ENSMUSG00000082429.1,processed_pseudogene,Gm13171
454736,ENSMUSG00000029063.16,protein_coding,Nadk
454860,ENSMUSG00000042202.15,protein_coding,Slc35e2
454935,ENSMUSG00000086682.1,processed_transcript,Gm16023
454943,ENSMUSG00000073682.3,protein_coding,Gm10563
454951,ENSMUSG00000085063.1,antisense,Gm16024
454955,ENSMUSG00000029062.14,protein_coding,Cdk11b
455113,ENSMUSG00000029061.2,protein_coding,Mmp23
455145,ENSMUSG00000029060.17,protein_coding,Mib2
455259,ENSMUSG00000074738.2,protein_coding,Fndc10
455267,ENSMUSG00000029038.9,protein_coding,Ssu72
455299,ENSMUSG00000064916.1,snRNA,Gm22573
455302,ENSMUSG00000096221.3,antisense,1500002C15Rik
455307,ENSMUSG00000084845.9,protein_coding,Tmem240
455339,ENSMUSG00000029036.18,protein_coding,Atad3a
455466,ENSMUSG00000054514.3,antisense,Atad3aos
455481,ENSMUSG00000042116.3,protein_coding,Vwa1
455495,ENSMUSG00000097728.1,lincRNA,Gm26840
455499,ENSMUSG00000073680.2,protein_coding,Tmem88b
455509,ENSMUSG00000098638.1,miRNA,Gm27743
455512,ENSMUSG00000078487.8,protein_coding,Ankrd65
455533,ENSMUSG00000029066.12,protein_coding,Mrpl20
455593,ENSMUSG00000029068.16,protein_coding,Ccnl2
455670,ENSMUSG00000065990.12,protein_coding,Aurkaip1
455724,ENSMUSG00000073679.2,antisense,Mxra8os
455727,ENSMUSG00000029070.9,protein_coding,Mxra8
455786,ENSMUSG00000029071.16,protein_coding,Dvl1
455922,ENSMUSG00000029072.3,protein_coding,Tas1r3
455940,ENSMUSG00000029073.9,protein_coding,Cptp
455965,ENSMUSG00000029034.9,protein_coding,Ints11
456093,ENSMUSG00000051557.15,protein_coding,Pusl1
456140,ENSMUSG00000029033.16,protein_coding,Acap3
456303,ENSMUSG00000096174.1,miRNA,Gm22991
456306,ENSMUSG00000023286.16,protein_coding,Ube2j2
456479,ENSMUSG00000023571.4,protein_coding,C1qtnf12
